,slice_id,ct,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
5403x417-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5371x2120-0,BZ5,L5-1,1,3,0,4,3,5,3,3,3,2
5376x5991-0,BZ5,eL5-2,1,3,0,4,3,5,3,3,3,0
5428x942-0,BZ5,Endo,2,1,0,1,3,1,2,3,3,2
5428x1497-0,BZ5,Astro,1,2,0,2,3,1,1,3,3,2
5418x2692-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5431x4016-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5448x5679-0,BZ5,Astro,1,1,0,1,3,5,2,3,3,2
5438x6275-0,BZ5,eL5-2,1,3,0,4,3,1,3,3,3,0
5448x4742-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
5450x2532-0,BZ5,L5-1,1,5,0,5,3,1,1,3,3,0
5482x6537-0,BZ5,eL5-3,1,8,0,9,3,1,1,3,3,0
5510x588-0,BZ5,VIP,1,7,0,3,3,1,4,3,3,3
5466x5485-0,BZ5,Astro,1,4,0,3,3,1,4,3,3,3
5493x2206-0,BZ5,L5-1,3,1,0,1,3,5,2,3,3,2
5461x4504-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5482x87-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5491x3281-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5555x6436-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5559x1562-0,BZ5,eL5-3,1,2,0,2,3,1,5,3,3,0
5583x2411-0,BZ5,eL5-2,1,3,0,4,3,1,1,3,3,0
5593x3498-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5632x5770-0,BZ5,eL5-2,1,3,0,4,3,5,5,3,3,0
5619x5657-0,BZ5,L5-1,1,8,0,5,3,1,1,3,3,0
5599x3954-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5612x292-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5631x3737-0,BZ5,Smc,1,1,0,2,3,1,1,3,3,2
5681x6145-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
5662x6307-0,BZ5,L5-1,1,2,0,2,3,1,3,3,3,0
5668x3633-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5711x1512-0,BZ5,eL5-3,1,6,0,2,3,1,5,3,3,0
5702x1014-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5658x1919-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5701x4417-0,BZ5,Endo,1,1,0,1,3,1,4,3,3,2
5781x5642-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,0
5764x5362-0,BZ5,eL6-2,1,8,0,0,3,1,5,3,3,2
5731x5479-0,BZ5,L5-1,4,8,0,9,3,1,1,3,3,1
5779x3451-0,BZ5,Smc,1,4,0,3,3,1,4,3,3,2
5776x6525-0,BZ5,eL5-2,1,4,0,2,3,1,4,3,3,3
5821x1752-0,BZ5,Endo,1,2,0,2,3,1,1,3,3,0
5811x4163-0,BZ5,Smc,1,1,0,8,3,1,2,3,3,2
5848x2581-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
5909x305-0,BZ5,eL5-2,1,2,0,2,3,1,3,3,3,0
5889x622-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5922x4711-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5894x2305-0,BZ5,Endo,1,2,0,2,3,1,1,3,3,0
5905x6243-0,BZ5,L5-1,1,5,0,5,3,1,1,3,3,0
5939x80-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
5888x2786-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
5948x1002-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
5939x3880-0,BZ5,Smc,1,0,0,6,3,1,2,3,3,2
5953x6564-0,BZ5,SST,1,4,0,3,3,1,4,3,3,3
5955x5965-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
5994x5408-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6021x3016-0,BZ5,Smc,1,1,0,8,3,1,2,3,3,2
6005x3517-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6030x4939-0,BZ5,L5-1,1,4,0,5,3,1,4,3,3,0
6074x781-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6105x6383-0,BZ5,Smc,1,1,0,8,3,1,2,3,3,2
6094x5061-0,BZ5,Smc,1,1,0,8,3,1,2,3,3,2
6115x992-0,BZ5,Lhx6,1,4,0,3,3,1,4,3,3,3
6079x3758-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
6094x4647-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6143x486-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6143x3946-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
6137x4270-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6166x182-0,BZ5,Astro,1,3,0,2,3,1,1,3,3,3
6167x2093-0,BZ5,eL6-1,1,0,0,0,3,1,1,3,3,1
6187x3159-0,BZ5,L5-1,1,1,0,1,3,1,5,3,3,2
6134x4528-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6202x6460-0,BZ5,Smc,1,1,0,1,3,1,2,3,3,2
6199x3407-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6205x5339-0,BZ5,eL6-1,1,8,0,9,3,1,0,3,3,1
6225x2330-0,BZ5,L5-1,1,7,0,8,3,1,5,3,3,2
6220x4754-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
6236x3042-0,BZ5,eL5-3,1,5,0,7,3,1,5,3,3,0
6222x1421-0,BZ5,L5-1,1,5,0,5,3,1,3,3,3,0
6247x2900-0,BZ5,eL5-3,1,2,0,2,3,1,5,3,3,0
6264x3661-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6246x59-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6247x1655-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6250x2593-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6328x6531-0,BZ5,Smc,1,8,0,9,3,1,1,3,3,1
6290x906-0,BZ5,eL5-3,1,8,0,9,3,1,4,3,3,1
6309x1956-0,BZ5,L5-1,1,5,0,5,3,1,1,3,3,0
6332x241-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6334x594-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6360x5715-0,BZ5,eL2/3,1,5,0,5,3,1,1,3,3,0
6372x759-0,BZ5,Oligo,1,8,0,3,3,1,4,3,3,0
6410x4263-0,BZ5,L5-1,1,5,0,5,3,1,1,3,3,0
6387x3978-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,0
6393x1039-0,BZ5,eL5-2,1,3,0,4,3,1,1,3,3,0
6430x1387-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
6424x5478-0,BZ5,VIP,1,7,0,3,3,1,4,3,3,3
6427x1767-0,BZ5,SST,1,4,0,3,3,1,4,3,3,3
6462x4800-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6468x547-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6510x5425-0,BZ5,VIP,1,7,0,3,3,1,4,3,3,3
6475x2334-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,0
6503x2894-0,BZ5,eL5-2,1,3,0,4,3,1,3,3,3,0
6536x5114-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
6523x5293-0,BZ5,Smc,1,2,0,4,3,1,3,3,3,0
6504x3342-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6511x3125-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,2
6560x4077-0,BZ5,Lhx6,1,6,0,3,3,1,4,3,3,3
6545x1902-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6594x4311-0,BZ5,eL6-2,1,0,0,0,3,1,0,3,3,1
6577x643-0,BZ5,NPY,1,4,0,3,3,1,4,3,3,3
6624x816-0,BZ5,Astro,1,4,0,3,3,1,4,3,3,2
6621x1033-0,BZ5,Smc,1,4,0,4,3,1,4,3,3,0
6644x536-0,BZ5,eL5-3,1,5,0,5,3,1,1,3,3,0
6625x1557-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6620x2556-0,BZ5,Lhx6,1,7,0,3,3,1,4,3,3,3
6670x3524-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
6720x6350-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
6687x5928-0,BZ5,L5-1,1,3,0,4,3,1,3,4,3,0
6666x5782-0,BZ5,eL5-3,1,2,0,2,3,1,0,3,3,1
6732x307-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
6706x1938-0,BZ5,Lhx6,1,7,0,3,3,1,4,3,3,3
6768x64-0,BZ5,SST,1,4,0,3,3,1,4,3,3,2
6740x2320-0,BZ5,Endo,1,1,0,1,3,1,2,3,3,2
6777x1731-0,BZ5,eL6-1,1,0,0,0,3,1,1,3,3,1
6746x2473-0,BZ5,Lhx6,1,7,0,3,3,1,0,3,3,3
6754x1365-0,BZ5,SST,1,4,0,3,3,1,4,3,3,3
6758x5596-0,BZ5,Smc,1,2,0,2,3,1,1,3,3,0
6804x817-0,BZ5,eL5-3,1,2,0,2,3,1,0,3,3,0
6778x2159-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,0
6806x5357-0,BZ5,eL5-2,1,1,0,1,3,1,5,3,3,2
6884x3850-0,BZ5,Smc,1,2,0,2,3,1,1,3,3,0
6848x1228-0,BZ5,L5-1,1,4,0,5,3,1,4,3,3,0
6850x6425-0,BZ5,Smc,1,2,0,2,3,1,1,3,3,0
6839x4239-0,BZ5,Oligo,1,1,0,1,3,1,2,3,3,2
6853x2626-0,BZ5,L5-1,4,0,0,0,3,1,0,3,3,1
6867x2250-0,BZ5,Smc,1,1,0,1,3,1,2,3,3,2
6856x3145-0,BZ5,L5-1,3,5,0,5,3,1,5,3,3,0
6878x2479-0,BZ5,eL6-1,1,0,0,0,3,1,0,3,3,1
6890x4968-0,BZ5,eL5-2,1,0,0,0,3,1,0,3,3,1
6882x2771-0,BZ5,eL6-1,4,0,0,0,3,1,0,3,3,1
6887x5983-0,BZ5,Oligo,4,3,0,0,3,1,3,4,3,1
6935x2004-0,BZ5,VIP,1,6,0,8,3,1,1,3,3,3
6954x1028-0,BZ5,Smc,1,8,0,9,3,1,4,3,3,1
6964x5590-0,BZ5,L5-1,1,3,0,8,3,1,1,3,3,0
7032x2286-0,BZ5,eL6-2,1,1,0,6,3,1,2,3,3,2
7022x5955-0,BZ5,eL6-2,4,3,0,0,3,1,3,4,3,1
7049x1785-0,BZ5,eL5-3,1,5,0,5,3,1,5,3,3,0
7050x3608-0,BZ5,L5-1,1,4,0,8,3,1,4,3,3,2
7034x1336-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7034x5818-0,BZ5,eL6-2,4,0,0,6,3,1,0,4,3,1
7050x5249-0,BZ5,SST,1,4,0,3,3,4,4,3,3,3
7016x37-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
7065x5491-0,BZ5,Smc,1,1,0,1,3,1,2,3,3,2
7049x5038-0,BZ5,L5-1,1,5,0,5,3,4,1,3,3,0
7066x6505-0,BZ5,eL5-2,1,3,0,4,3,1,3,3,3,0
7077x6376-0,BZ5,eL5-2,1,3,0,4,3,1,3,3,3,0
7069x1203-0,BZ5,Astro,1,4,0,3,3,1,1,3,3,0
7103x2716-0,BZ5,L5-1,1,3,0,4,3,1,3,3,3,0
7079x2941-0,BZ5,Astro,1,0,0,0,3,1,2,3,3,1
7122x3489-0,BZ5,NPY,1,4,0,3,3,1,4,3,3,3
7101x211-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7142x1738-0,BZ5,eL5-3,1,2,0,2,3,1,5,3,3,0
7168x3147-0,BZ5,Astro,1,4,0,1,3,1,2,3,3,2
7245x4079-0,BZ5,NPY,1,4,0,3,3,1,4,3,3,3
7189x5040-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7192x4785-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7217x998-0,BZ5,Lhx6,1,4,0,3,3,1,4,3,3,3
7185x3787-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7218x6295-0,BZ5,eL5-3,1,2,0,2,3,1,1,4,3,0
7255x2876-0,BZ5,L5-1,1,5,0,5,3,1,5,3,3,0
7230x140-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7243x1747-0,BZ5,eL5-3,1,2,0,2,3,1,5,3,3,0
7289x1526-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7273x3669-0,BZ5,eL5-3,1,0,0,0,3,1,1,3,3,0
7276x3406-0,BZ5,eL6-1,4,0,0,0,3,1,0,3,3,1
7288x5972-0,BZ5,eL6-1,1,0,0,0,3,1,0,4,3,1
7287x4385-0,BZ5,Smc,1,4,0,3,3,4,4,3,3,2
7336x267-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7327x2258-0,BZ5,Smc,1,1,0,1,3,1,2,3,3,2
7318x4701-0,BZ5,eL5-2,1,1,0,8,3,4,1,3,3,3
7337x5539-0,BZ5,Endo,1,1,0,1,3,1,2,3,3,2
7341x642-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7343x760-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7399x5200-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7416x4296-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
7450x5974-0,BZ5,L5-1,1,6,0,5,3,4,3,3,3,0
7452x1216-0,BZ5,eL5-3,1,4,0,2,3,1,1,3,3,0
7419x3586-0,BZ5,L5-1,1,4,0,5,3,1,4,3,3,3
7436x5550-0,BZ5,eL5-3,1,4,0,1,3,4,2,3,3,2
7435x889-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7463x2857-0,BZ5,eL5-3,4,8,0,9,3,1,1,3,3,1
7480x3059-0,BZ5,Smc,4,3,0,1,3,1,0,3,3,2
7493x1821-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7488x2066-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7486x4529-0,BZ5,eL6-1,1,0,0,0,3,4,0,3,3,1
7481x3491-0,BZ5,eL6-1,1,5,0,5,3,1,4,3,3,1
7491x4949-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7501x3374-0,BZ5,eL5-3,1,5,0,5,3,1,5,3,3,0
7545x3184-0,BZ5,eL6-1,4,0,0,0,3,1,0,3,3,1
7553x4805-0,BZ5,L5-1,1,1,0,8,3,4,2,3,3,2
7585x5404-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
7594x3785-0,BZ5,SST,1,4,0,3,3,1,4,3,3,3
7626x3553-0,BZ5,L5-1,1,2,0,2,3,1,5,3,3,0
7630x840-0,BZ5,Astro,1,1,0,1,3,1,2,3,3,2
7638x5833-0,BZ5,L5-1,3,5,0,5,3,4,5,3,3,0
7666x1719-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7687x2425-0,BZ5,Astro,1,1,0,1,3,1,2,1,3,2
7661x1334-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
7695x1534-0,BZ5,eL5-3,1,2,0,2,3,1,1,3,3,0
7692x3692-0,BZ5,Reln,1,4,0,3,3,1,4,3,3,3
7682x3184-0,BZ5,L5-1,4,0,0,0,3,1,0,3,3,1
7696x5082-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7694x3986-0,BZ5,L5-1,3,5,0,5,3,1,5,3,3,0
7728x5660-0,BZ5,L5-1,1,5,0,7,3,4,5,3,3,0
7727x3393-0,BZ5,L5-1,1,0,0,0,3,1,1,3,3,0
7749x890-0,BZ5,L5-1,1,1,0,0,3,1,2,3,3,1
7704x6299-0,BZ5,L5-1,1,8,0,9,3,4,1,3,3,0
7786x4156-0,BZ5,L5-1,3,5,0,5,3,4,5,3,3,0
7778x115-0,BZ5,Smc,1,1,0,1,3,1,2,1,3,2
7812x5358-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
7855x6485-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
7822x6115-0,BZ5,eL6-2,1,1,0,8,3,4,2,3,3,2
7853x5827-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
7830x3053-0,BZ5,eL5-3,1,3,0,8,3,1,1,3,3,0
7837x3199-0,BZ5,Smc,1,0,0,0,3,1,1,3,3,2
7858x3974-0,BZ5,L5-1,3,3,0,4,3,4,5,3,3,0
7884x5506-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
7876x1013-0,BZ5,SST,1,4,0,3,3,1,4,3,3,3
7909x3348-0,BZ5,Smc,1,1,0,1,3,4,2,3,3,2
7915x2535-0,BZ5,Lhx6,1,7,0,3,3,1,4,3,3,3
7934x6170-0,BZ5,eL5-3,1,2,0,2,3,4,2,3,3,0
7932x3844-0,BZ5,L5-1,3,3,0,4,3,4,3,3,3,0
7933x37-0,BZ5,eL5-3,1,0,0,0,3,1,1,3,3,1
7882x372-0,BZ5,Astro,1,2,0,2,3,1,1,3,3,2
7946x1497-0,BZ5,eL5-3,1,8,0,9,3,1,1,3,3,0
7953x6003-0,BZ5,Lhx6,1,7,0,3,3,4,1,3,3,3
7983x5275-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
7989x5025-0,BZ5,eL6-2,1,0,0,0,3,4,0,3,3,1
7964x4619-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8034x806-0,BZ5,L5-1,1,5,0,5,3,4,5,3,3,0
8026x4010-0,BZ5,NPY,1,7,0,3,3,4,4,3,3,3
8052x1708-0,BZ5,Smc,1,1,0,1,3,1,2,3,3,2
8114x4738-0,BZ5,eL5-3,1,8,0,6,3,4,1,3,3,2
8066x3105-0,BZ5,eL5-3,1,8,0,9,3,4,1,3,3,1
8083x590-0,BZ5,eL5-3,1,5,0,5,3,4,1,3,3,0
8079x1393-0,BZ5,Astro,1,8,0,6,3,1,1,3,3,2
8140x4470-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8149x5788-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8158x4980-0,BZ5,Lhx6,1,4,0,3,3,4,4,3,3,3
8200x56-0,BZ5,eL5-3,1,2,0,3,3,4,1,3,3,1
8135x2832-0,BZ5,eL2/3,1,7,0,2,3,1,3,3,3,0
8194x6123-0,BZ5,Endo,1,2,0,2,3,4,3,3,3,0
8185x2707-0,BZ5,eL5-3,1,2,0,2,3,1,3,3,3,0
8199x2052-0,BZ5,NPY,4,7,0,3,3,1,4,1,3,3
8207x2584-0,BZ5,eL6-2,1,8,0,9,3,4,0,3,3,1
8248x233-0,BZ5,eL5-3,1,2,0,2,3,4,3,3,3,0
8236x1114-0,BZ5,eL5-3,1,2,0,2,3,4,3,3,3,0
8258x3102-0,BZ5,eL6-2,1,8,0,9,3,4,1,3,3,1
8289x3842-0,BZ5,eL5-2,1,3,0,2,3,4,1,3,3,1
8275x5976-0,BZ5,Astro,1,1,0,8,3,4,3,3,3,2
8331x3367-0,BZ5,eL6-1,1,0,1,0,3,4,1,3,3,1
8303x6343-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8346x1624-0,BZ5,eL5-3,1,3,0,2,3,4,3,3,3,0
8335x6533-0,BZ5,NPY,1,3,0,4,3,4,1,3,3,0
8360x5509-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
8312x1225-0,BZ5,Oligo,1,4,0,6,3,4,3,3,3,2
8361x4205-0,BZ5,Endo,1,1,0,8,3,4,2,3,3,2
8359x4080-0,BZ5,L5-1,1,4,0,3,3,4,2,3,3,2
8419x2297-0,BZ5,eL6-1,4,0,0,0,3,4,0,4,3,1
8399x329-0,BZ5,Astro,1,1,0,1,3,4,2,3,3,2
8451x2836-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
8470x3640-0,BZ5,eL6-1,1,2,1,2,3,4,1,3,3,0
8473x5775-0,BZ5,eL5-2,1,2,0,2,3,4,1,3,3,0
8477x4809-0,BZ5,Endo,1,1,0,1,3,4,2,3,3,2
8454x6055-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8476x2443-0,BZ5,eL5-3,4,8,0,9,3,4,0,3,3,1
8497x3044-0,BZ5,Lhx6,1,4,0,3,3,4,4,3,3,3
8539x2558-0,BZ5,eL6-1,4,0,0,0,3,4,0,3,3,1
8526x1515-0,BZ5,Lhx6,1,7,0,3,3,4,3,3,3,3
8581x155-0,BZ5,SST,1,4,0,3,3,4,4,3,3,3
8611x2925-0,BZ5,eL5-3,1,8,1,9,3,4,4,3,3,3
8607x4846-0,BZ5,Smc,1,4,0,6,3,4,4,3,3,3
8556x4495-0,BZ5,eL5-3,1,2,0,2,3,4,1,3,3,0
8603x3892-0,BZ5,Lhx6,1,7,1,3,3,4,4,3,3,3
8618x1664-0,BZ5,eL5-3,1,2,0,2,3,4,3,3,3,0
8614x3707-0,BZ5,eL5-3,1,2,1,2,3,4,1,3,3,0
8643x2179-0,BZ5,eL5-2,1,4,0,3,3,4,4,3,3,1
8623x5369-0,BZ5,eL5-3,1,8,0,2,3,4,1,3,3,0
8698x4621-0,BZ5,Smc,1,0,0,0,3,4,0,3,3,1
8664x5941-0,BZ5,L5-1,1,5,0,5,3,4,1,3,3,0
8678x82-0,BZ5,Lhx6,1,4,1,3,4,4,4,3,4,3
8686x6320-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
8679x1420-0,BZ5,L5-1,1,5,0,5,3,4,1,4,3,0
8678x946-0,BZ5,Astro,1,1,1,1,4,4,2,3,3,2
8703x1827-0,BZ5,Smc,1,3,1,4,3,4,3,4,3,0
8710x4023-0,BZ5,Lhx6,1,6,1,8,3,4,4,3,3,3
8733x613-0,BZ5,Lhx6,1,7,1,3,4,4,4,3,4,3
8728x3069-0,BZ5,eL6-1,4,8,1,9,3,4,0,3,3,1
8744x4168-0,BZ5,Lhx6,1,4,1,3,3,4,4,3,3,3
8743x770-0,BZ5,Lhx6,1,7,1,3,4,4,4,3,4,3
8743x1136-0,BZ5,SST,1,4,1,3,4,4,4,3,3,3
8777x124-0,BZ5,L5-1,1,5,1,5,4,4,5,4,4,0
8781x6195-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
8786x2802-0,BZ5,L5-1,4,5,1,5,3,4,1,3,3,0
8773x4433-0,BZ5,L5-1,1,5,1,5,3,4,1,3,4,0
8796x4832-0,BZ5,NPY,1,4,1,3,3,4,4,3,3,3
8820x2470-0,BZ5,eL5-3,1,8,1,9,3,4,1,3,4,1
8813x5852-0,BZ5,eL5-3,1,8,0,9,3,4,1,3,3,3
8819x2235-0,BZ5,eL5-3,1,2,1,2,3,4,3,3,4,0
8822x3738-0,BZ5,L5-1,1,5,1,5,3,4,5,3,4,0
8819x3594-0,BZ5,eL5-2,1,0,1,0,3,4,1,3,4,0
8797x3386-0,BZ5,L5-1,1,2,1,2,3,4,1,3,3,0
8867x3489-0,BZ5,L5-1,1,0,1,0,3,4,1,3,4,1
8875x594-0,BZ5,Reln,1,0,1,0,4,0,4,4,4,3
8894x6359-0,BZ5,Astro,1,0,0,0,3,4,3,3,3,1
8875x6008-0,BZ5,L5-1,1,5,0,5,3,4,1,3,3,3
8887x1432-0,BZ5,eL6-2,4,0,1,0,4,0,0,4,4,1
8916x6531-0,BZ5,Astro,1,0,0,0,3,4,1,3,3,1
8923x1247-0,BZ5,eL6-2,4,0,1,6,4,0,0,4,4,1
8946x2348-0,BZ5,Lhx6,1,7,1,3,3,4,4,3,4,3
8928x2670-0,BZ5,eL6-2,4,0,1,0,4,4,0,3,4,1
8930x3853-0,BZ5,eL2/3,1,1,1,1,3,4,5,3,4,2
8920x4505-0,BZ5,eL5-2,3,5,1,5,3,4,5,3,4,2
8932x4779-0,BZ5,eL6-1,1,0,1,0,3,0,0,4,4,1
8966x5336-0,BZ5,Lhx6,1,7,0,3,3,4,4,3,3,3
8996x3608-0,BZ5,Lhx6,1,7,1,3,4,4,4,3,4,3
8985x5907-0,BZ5,L5-1,1,5,0,5,3,4,1,3,3,0
8992x2921-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9009x6131-0,BZ5,L5-1,1,3,0,4,3,4,3,3,3,0
9008x177-0,BZ5,eL6-2,4,0,1,0,4,0,0,4,4,1
9011x4455-0,BZ5,L5-1,3,5,1,5,3,4,5,4,4,0
9007x3109-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9010x4297-0,BZ5,Lhx6,1,3,1,4,3,4,3,3,4,1
9003x2037-0,BZ5,eL6-1,4,0,1,0,4,4,0,3,4,1
9029x5522-0,BZ5,L5-1,1,5,0,5,3,4,1,3,3,0
9023x873-0,BZ5,eL6-1,4,0,1,0,4,0,4,4,4,1
9065x3801-0,BZ5,L5-1,1,5,1,5,3,4,5,3,4,0
9060x4759-0,BZ5,eL6-1,1,0,1,0,3,0,0,4,4,1
9061x533-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9073x4601-0,BZ5,L5-1,1,5,1,5,4,0,5,4,4,0
9054x1016-0,BZ5,NPY,4,4,1,3,4,0,4,3,4,3
9009x1773-0,BZ5,Oligo,4,0,1,0,4,0,0,4,4,1
9085x328-0,BZ5,eL6-1,4,0,1,6,4,0,0,4,4,1
9084x5769-0,BZ5,eL6-1,4,0,1,0,3,4,0,3,3,1
9124x1491-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9101x2215-0,BZ5,eL6-1,4,0,1,0,4,4,0,3,4,1
9155x4280-0,BZ5,eL6-1,4,0,1,0,4,4,0,4,4,1
9136x4945-0,BZ5,eL6-1,1,0,1,0,4,0,0,4,4,1
9152x803-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9163x3289-0,BZ5,eL6-1,4,0,1,0,4,4,0,4,4,1
9180x1655-0,BZ5,eL5-3,4,0,1,0,4,0,0,4,4,1
9144x2782-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9169x6309-0,BZ5,eL5-3,1,8,0,9,3,4,1,3,3,1
9161x6468-0,BZ5,eL5-3,1,8,0,9,3,4,1,3,3,1
9166x4064-0,BZ5,eL6-2,4,0,1,0,4,4,0,4,4,1
9195x3709-0,BZ5,L5-1,1,5,1,5,4,0,1,4,4,0
9246x3435-0,BZ5,eL6-1,4,5,1,0,4,4,0,4,4,1
9198x34-0,BZ5,eL5-3,4,4,1,3,4,0,4,4,4,2
9216x670-0,BZ5,eL6-1,4,0,1,0,4,0,0,4,4,1
9212x4693-0,BZ5,eL6-1,1,0,1,0,4,0,0,4,4,1
9232x5515-0,BZ5,eL6-1,4,0,1,0,4,4,0,4,4,1
9245x425-0,BZ5,Astro,4,1,1,1,4,0,2,4,4,2
9251x2722-0,BZ5,eL6-1,1,0,1,0,4,0,0,4,4,1
9251x6548-0,BZ5,eL6-1,1,0,0,0,3,4,0,3,3,1
9286x3986-0,BZ5,eL6-2,4,0,1,0,4,0,0,4,4,1
9266x4521-0,BZ5,NPY,1,7,1,3,4,0,4,4,4,3
9267x5864-0,BZ5,L5-1,4,3,0,4,3,0,3,4,4,0
